UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth,Competition ID,Athlete ID,Phase ID
2024 Augsburg World Cup 1 Heat 2 K1W 10,2024,Augsburg,World Cup 1,Heat 2,K1W,10,49,Haizea SEGURA,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,116.98,0,116.98,Heat 1 Progression,111.39%,111.39%,2007,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Haizea SEGURA,2024 Augsburg World Cup 1 Heat 2 K1W Haizea SEGURA
2024 Augsburg World Cup 1 Heat 2 K1W 11,2024,Augsburg,World Cup 1,Heat 2,K1W,11,32,Tong LI,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,118.07,0,118.07,Heat 1 Progression,112.43%,112.43%,1988,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Tong LI,2024 Augsburg World Cup 1 Heat 2 K1W Tong LI
2024 Augsburg World Cup 1 Heat 2 K1W 12,2024,Augsburg,World Cup 1,Heat 2,K1W,12,36,Laura PELLICER CHICA,AND,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,,,,115.05,4,119.05,Heat 1 Progression,109.55%,113.36%,1998,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Laura PELLICER CHICA,2024 Augsburg World Cup 1 Heat 2 K1W Laura PELLICER CHICA
2024 Augsburg World Cup 1 Heat 2 K1W 13,2024,Augsburg,World Cup 1,Heat 2,K1W,13,19,Laia SORRIBES,ESP,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,,,,115.06,4,119.06,Heat 1 Progression,109.56%,113.37%,1999,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Laia SORRIBES,2024 Augsburg World Cup 1 Heat 2 K1W Laia SORRIBES
2024 Augsburg World Cup 1 Heat 2 K1W 14,2024,Augsburg,World Cup 1,Heat 2,K1W,14,30,Aki YAZAWA,JPN,-,-,-,-,-,-,-,-,-,2,-,-,-,2,2,-,-,-,-,-,-,-,,,,115.56,6,121.56,Heat 1 Progression,110.04%,115.75%,1991,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Aki YAZAWA,2024 Augsburg World Cup 1 Heat 2 K1W Aki YAZAWA
2024 Augsburg World Cup 1 Heat 2 K1W 15,2024,Augsburg,World Cup 1,Heat 2,K1W,15,51,Xueting XIE,CHN,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,2,-,-,2,-,-,-,,,,114.69,8,122.69,Heat 1 Progression,109.21%,116.83%,2005,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Xueting XIE,2024 Augsburg World Cup 1 Heat 2 K1W Xueting XIE
2024 Augsburg World Cup 1 Heat 2 K1W 16,2024,Augsburg,World Cup 1,Heat 2,K1W,16,38,Lea BALDONI,CAN,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,118.71,4,122.71,Heat 1 Progression,113.04%,116.84%,2002,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Lea BALDONI,2024 Augsburg World Cup 1 Heat 2 K1W Lea BALDONI
2024 Augsburg World Cup 1 Heat 2 K1W 17,2024,Augsburg,World Cup 1,Heat 2,K1W,17,25,Carole BOUZIDI,ALG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,123.07,0,123.07,Heat 1 Progression,117.19%,117.19%,1985,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Carole BOUZIDI,2024 Augsburg World Cup 1 Heat 2 K1W Carole BOUZIDI
2024 Augsburg World Cup 1 Heat 2 K1W 18,2024,Augsburg,World Cup 1,Heat 2,K1W,18,31,Omira ESTACIA NETA,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,123.1,0,123.1,Heat 1 Progression,117.22%,117.22%,2000,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Omira ESTACIA NETA,2024 Augsburg World Cup 1 Heat 2 K1W Omira ESTACIA NETA
2024 Augsburg World Cup 1 Heat 2 K1W 19,2024,Augsburg,World Cup 1,Heat 2,K1W,19,33,Hannah THOMAS,NZL,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,119.99,4,123.99,Heat 1 Progression,114.25%,118.06%,2001,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Hannah THOMAS,2024 Augsburg World Cup 1 Heat 2 K1W Hannah THOMAS
2024 Augsburg World Cup 1 Heat 2 K1W 20,2024,Augsburg,World Cup 1,Heat 2,K1W,20,43,Sofia REINOSO,MEX,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,123.95,2,125.95,Heat 1 Progression,118.03%,119.93%,1996,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Sofia REINOSO,2024 Augsburg World Cup 1 Heat 2 K1W Sofia REINOSO
2024 Augsburg World Cup 1 Heat 2 K1W 21,2024,Augsburg,World Cup 1,Heat 2,K1W,21,41,Shunfang WAN,CHN,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,2,-,-,-,-,-,-,,,,123.08,6,129.08,Heat 1 Progression,117.20%,122.91%,2001,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Shunfang WAN,2024 Augsburg World Cup 1 Heat 2 K1W Shunfang WAN
2024 Augsburg World Cup 1 Heat 2 K1W 22,2024,Augsburg,World Cup 1,Heat 2,K1W,22,40,Svenja MATTI,SUI,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,2,-,-,-,2,-,-,,,,126.97,8,134.97,Heat 1 Progression,120.90%,128.52%,2002,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Svenja MATTI,2024 Augsburg World Cup 1 Heat 2 K1W Svenja MATTI
2024 Augsburg World Cup 1 Heat 2 K1W 23,2024,Augsburg,World Cup 1,Heat 2,K1W,23,45,Yekaterina TARANTSEVA,KAZ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,135.22,0,135.22,Heat 1 Progression,128.76%,128.76%,2007,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Yekaterina TARANTSEVA,2024 Augsburg World Cup 1 Heat 2 K1W Yekaterina TARANTSEVA
2024 Augsburg World Cup 1 Heat 2 K1W 24,2024,Augsburg,World Cup 1,Heat 2,K1W,24,42,Jaimee WILSON,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,,,,137.93,4,141.93,Heat 1 Progression,131.34%,135.15%,2001,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Jaimee WILSON,2024 Augsburg World Cup 1 Heat 2 K1W Jaimee WILSON
2024 Augsburg World Cup 1 Heat 2 K1W 25,2024,Augsburg,World Cup 1,Heat 2,K1W,25,44,Maite ODRIOZOLA,ESP,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,140.19,2,142.19,Heat 1 Progression,133.49%,135.39%,2004,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Maite ODRIOZOLA,2024 Augsburg World Cup 1 Heat 2 K1W Maite ODRIOZOLA
2024 Augsburg World Cup 1 Heat 2 K1W 26,2024,Augsburg,World Cup 1,Heat 2,K1W,26,46,Iris SOMMERNES,NOR,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,2,-,-,-,-,-,-,,,,136.61,6,142.61,Heat 1 Progression,130.08%,135.79%,2003,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Iris SOMMERNES,2024 Augsburg World Cup 1 Heat 2 K1W Iris SOMMERNES
2024 Augsburg World Cup 1 Heat 2 K1W 27,2024,Augsburg,World Cup 1,Heat 2,K1W,27,47,Oleksandra HORLOVA,UKR,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,151.41,2,153.41,Heat 1 Progression,144.17%,146.08%,2004,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Oleksandra HORLOVA,2024 Augsburg World Cup 1 Heat 2 K1W Oleksandra HORLOVA
2024 Augsburg World Cup 1 Heat 2 K1W 28,2024,Augsburg,World Cup 1,Heat 2,K1W,28,35,Madison CORCORAN,IRL,-,-,50,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,111.47,52,163.47,Heat 1 Progression,106.14%,155.66%,2002,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Madison CORCORAN,2024 Augsburg World Cup 1 Heat 2 K1W Madison CORCORAN
2024 Augsburg World Cup 1 Heat 2 K1W 29,2024,Augsburg,World Cup 1,Heat 2,K1W,29,39,Marcella ALTMAN,USA,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,50,-,-,,,,117.2,52,169.2,Heat 1 Progression,111.60%,161.11%,2004,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Marcella ALTMAN,2024 Augsburg World Cup 1 Heat 2 K1W Marcella ALTMAN
2024 Augsburg World Cup 1 Heat 2 K1W 30,2024,Augsburg,World Cup 1,Heat 2,K1W,30,48,Emilie ARMANI,ECU,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,2,-,-,-,2,-,-,,,,169.03,8,177.03,Heat 1 Progression,160.95%,168.57%,2000,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Emilie ARMANI,2024 Augsburg World Cup 1 Heat 2 K1W Emilie ARMANI
2024 Augsburg World Cup 1 Heat 2 K1W 31,2024,Augsburg,World Cup 1,Heat 2,K1W,31,34,Ivana CHLEBOVA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,50,-,-,2,-,-,-,,,,114.81,102,216.81,Heat 1 Progression,109.32%,206.45%,2003,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ivana CHLEBOVA,2024 Augsburg World Cup 1 Heat 2 K1W Ivana CHLEBOVA
2024 Augsburg World Cup 1 Semi-Final K1W 1,2024,Augsburg,World Cup 1,Semi-Final,K1W,1,5,Camille PRIGENT,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,106.58,0,106.58,Heat 1 Progression,100.00%,100.00%,1997,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Camille PRIGENT,2024 Augsburg World Cup 1 Semi-Final K1W Camille PRIGENT
2024 Augsburg World Cup 1 Semi-Final K1W 2,2024,Augsburg,World Cup 1,Semi-Final,K1W,2,1,Jessica FOX,AUS,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,106.53,2,108.53,Heat 1 Progression,99.95%,101.83%,1994,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Jessica FOX,2024 Augsburg World Cup 1 Semi-Final K1W Jessica FOX
2024 Augsburg World Cup 1 Semi-Final K1W 3,2024,Augsburg,World Cup 1,Semi-Final,K1W,3,2,Ricarda FUNK,GER,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.71,2,109.71,Heat 1 Progression,101.06%,102.94%,1992,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ricarda FUNK,2024 Augsburg World Cup 1 Semi-Final K1W Ricarda FUNK
2024 Augsburg World Cup 1 Semi-Final K1W 4,2024,Augsburg,World Cup 1,Semi-Final,K1W,4,14,Ana SATILA,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.81,0,109.81,Heat 1 Progression,103.03%,103.03%,1996,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ana SATILA,2024 Augsburg World Cup 1 Semi-Final K1W Ana SATILA
2024 Augsburg World Cup 1 Semi-Final K1W 5,2024,Augsburg,World Cup 1,Semi-Final,K1W,5,3,Elena LILIK,GER,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,107.88,2,109.88,Heat 1 Progression,101.22%,103.10%,1998,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Elena LILIK,2024 Augsburg World Cup 1 Semi-Final K1W Elena LILIK
2024 Augsburg World Cup 1 Semi-Final K1W 6,2024,Augsburg,World Cup 1,Semi-Final,K1W,6,21,Emma VUITTON,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,,,108.33,2,110.33,Heat 1 Progression,101.64%,103.52%,2003,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Emma VUITTON,2024 Augsburg World Cup 1 Semi-Final K1W Emma VUITTON
2024 Augsburg World Cup 1 Semi-Final K1W 7,2024,Augsburg,World Cup 1,Semi-Final,K1W,7,15,Kimberley WOODS,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.12,0,112.12,Heat 1 Progression,105.20%,105.20%,1995,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Kimberley WOODS,2024 Augsburg World Cup 1 Semi-Final K1W Kimberley WOODS
2024 Augsburg World Cup 1 Semi-Final K1W 8,2024,Augsburg,World Cup 1,Semi-Final,K1W,8,4,Klaudia ZWOLINSKA,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.54,0,112.54,Heat 1 Progression,105.59%,105.59%,1998,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Klaudia ZWOLINSKA,2024 Augsburg World Cup 1 Semi-Final K1W Klaudia ZWOLINSKA
2024 Augsburg World Cup 1 Semi-Final K1W 9,2024,Augsburg,World Cup 1,Semi-Final,K1W,9,6,Stefanie HORN,ITA,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.64,4,112.64,Heat 1 Progression,101.93%,105.69%,1991,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Stefanie HORN,2024 Augsburg World Cup 1 Semi-Final K1W Stefanie HORN
2024 Augsburg World Cup 1 Semi-Final K1W 10,2024,Augsburg,World Cup 1,Semi-Final,K1W,10,22,Coline CHAREL,FRA,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,111.14,2,113.14,Heat 1 Progression,104.28%,106.16%,2000,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Coline CHAREL,2024 Augsburg World Cup 1 Semi-Final K1W Coline CHAREL
2024 Augsburg World Cup 1 Semi-Final K1W 11,2024,Augsburg,World Cup 1,Semi-Final,K1W,11,23,Ajda NOVAK,SLO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,111.2,2,113.2,Heat 1 Progression,104.33%,106.21%,1993,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ajda NOVAK,2024 Augsburg World Cup 1 Semi-Final K1W Ajda NOVAK
2024 Augsburg World Cup 1 Semi-Final K1W 12,2024,Augsburg,World Cup 1,Semi-Final,K1W,12,50,Antonia PLOCHMANN,GER,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,111.63,2,113.63,Heat 1 Progression,104.74%,106.61%,2003,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Antonia PLOCHMANN,2024 Augsburg World Cup 1 Semi-Final K1W Antonia PLOCHMANN
2024 Augsburg World Cup 1 Semi-Final K1W 13,2024,Augsburg,World Cup 1,Semi-Final,K1W,13,13,Eva Alina HOCEVAR,SLO,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.11,2,114.11,Heat 1 Progression,105.19%,107.07%,2002,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Eva Alina HOCEVAR,2024 Augsburg World Cup 1 Semi-Final K1W Eva Alina HOCEVAR
2024 Augsburg World Cup 1 Semi-Final K1W 14,2024,Augsburg,World Cup 1,Semi-Final,K1W,14,10,Monica DORIA,AND,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,,,,111.48,4,115.48,Heat 1 Progression,104.60%,108.35%,2000,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Monica DORIA,2024 Augsburg World Cup 1 Semi-Final K1W Monica DORIA
2024 Augsburg World Cup 1 Semi-Final K1W 15,2024,Augsburg,World Cup 1,Semi-Final,K1W,15,26,Chiara SABATTINI,ITA,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,,,,111.82,4,115.82,Heat 1 Progression,104.92%,108.67%,1993,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Chiara SABATTINI,2024 Augsburg World Cup 1 Semi-Final K1W Chiara SABATTINI
2024 Augsburg World Cup 1 Semi-Final K1W 16,2024,Augsburg,World Cup 1,Semi-Final,K1W,16,16,Noemie FOX,AUS,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,111.9,4,115.9,Heat 1 Progression,104.99%,108.74%,1997,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Noemie FOX,2024 Augsburg World Cup 1 Semi-Final K1W Noemie FOX
2024 Augsburg World Cup 1 Semi-Final K1W 17,2024,Augsburg,World Cup 1,Semi-Final,K1W,17,12,Evy LEIBFARTH,USA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,,,,112.69,4,116.69,Heat 1 Progression,105.73%,109.49%,2004,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Evy LEIBFARTH,2024 Augsburg World Cup 1 Semi-Final K1W Evy LEIBFARTH
2024 Augsburg World Cup 1 Semi-Final K1W 18,2024,Augsburg,World Cup 1,Semi-Final,K1W,18,20,Lena TEUNISSEN,NED,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,115.98,2,117.98,Heat 1 Progression,108.82%,110.70%,1997,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Lena TEUNISSEN,2024 Augsburg World Cup 1 Semi-Final K1W Lena TEUNISSEN
2024 Augsburg World Cup 1 Semi-Final K1W 19,2024,Augsburg,World Cup 1,Semi-Final,K1W,19,7,Mallory FRANKLIN,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,118.13,0,118.13,Heat 1 Progression,110.84%,110.84%,1994,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Mallory FRANKLIN,2024 Augsburg World Cup 1 Semi-Final K1W Mallory FRANKLIN
2024 Augsburg World Cup 1 Semi-Final K1W 20,2024,Augsburg,World Cup 1,Semi-Final,K1W,20,24,Sona STANOVSKA,SVK,-,-,-,-,-,-,2,-,2,-,-,2,-,2,-,-,-,-,-,-,-,-,,,,111.14,8,119.14,Heat 1 Progression,104.28%,111.78%,2000,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Sona STANOVSKA,2024 Augsburg World Cup 1 Semi-Final K1W Sona STANOVSKA
2024 Augsburg World Cup 1 Semi-Final K1W 21,2024,Augsburg,World Cup 1,Semi-Final,K1W,21,9,Eva TERCELJ,SLO,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,2,2,-,-,,,,111.81,8,119.81,Heat 1 Progression,104.91%,112.41%,1992,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Eva TERCELJ,2024 Augsburg World Cup 1 Semi-Final K1W Eva TERCELJ
2024 Augsburg World Cup 1 Semi-Final K1W 22,2024,Augsburg,World Cup 1,Semi-Final,K1W,22,27,Ria SRIBAR,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,120.13,0,120.13,Heat 1 Progression,112.71%,112.71%,2003,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ria SRIBAR,2024 Augsburg World Cup 1 Semi-Final K1W Ria SRIBAR
2024 Augsburg World Cup 1 Semi-Final K1W 23,2024,Augsburg,World Cup 1,Semi-Final,K1W,23,37,Katerina BEKOVA,CZE,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,118.15,2,120.15,Heat 1 Progression,110.86%,112.73%,2002,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Katerina BEKOVA,2024 Augsburg World Cup 1 Semi-Final K1W Katerina BEKOVA
2024 Augsburg World Cup 1 Semi-Final K1W 24,2024,Augsburg,World Cup 1,Semi-Final,K1W,24,8,Tereza FISEROVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,,,,117.02,4,121.02,Heat 1 Progression,109.80%,113.55%,1998,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Tereza FISEROVA,2024 Augsburg World Cup 1 Semi-Final K1W Tereza FISEROVA
2024 Augsburg World Cup 1 Semi-Final K1W 25,2024,Augsburg,World Cup 1,Semi-Final,K1W,25,18,Amalie HILGERTOVA,CZE,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,2,-,-,,,,114.35,8,122.35,Heat 1 Progression,107.29%,114.80%,1997,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Amalie HILGERTOVA,2024 Augsburg World Cup 1 Semi-Final K1W Amalie HILGERTOVA
2024 Augsburg World Cup 1 Semi-Final K1W 26,2024,Augsburg,World Cup 1,Semi-Final,K1W,26,17,Viktoria WOLFFHARDT,AUT,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,,,,119.92,4,123.92,Heat 1 Progression,112.52%,116.27%,1994,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Viktoria WOLFFHARDT,2024 Augsburg World Cup 1 Semi-Final K1W Viktoria WOLFFHARDT
2024 Augsburg World Cup 1 Semi-Final K1W 27,2024,Augsburg,World Cup 1,Semi-Final,K1W,27,11,Corinna KUHNLE,AUT,-,-,-,-,-,-,2,-,-,-,2,2,-,-,-,-,-,2,-,-,-,-,,,,119.87,8,127.87,Heat 1 Progression,112.47%,119.98%,1987,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Corinna KUHNLE,2024 Augsburg World Cup 1 Semi-Final K1W Corinna KUHNLE
2024 Augsburg World Cup 1 Semi-Final K1W 28,2024,Augsburg,World Cup 1,Semi-Final,K1W,28,49,Haizea SEGURA,ESP,-,-,-,2,-,-,-,-,-,2,2,-,-,-,-,-,2,-,-,-,-,-,,,,120.46,8,128.46,Heat 1 Progression,113.02%,120.53%,2007,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Haizea SEGURA,2024 Augsburg World Cup 1 Semi-Final K1W Haizea SEGURA
2024 Augsburg World Cup 1 Semi-Final K1W 29,2024,Augsburg,World Cup 1,Semi-Final,K1W,29,28,Georgina COLLIN,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,,,,128.31,4,132.31,Heat 1 Progression,120.39%,124.14%,1997,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Georgina COLLIN,2024 Augsburg World Cup 1 Semi-Final K1W Georgina COLLIN
2024 Augsburg World Cup 1 Semi-Final K1W 30,2024,Augsburg,World Cup 1,Semi-Final,K1W,30,29,Lois LEAVER,GBR,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,2,-,-,-,-,-,,,,116.36,52,168.36,Heat 1 Progression,109.18%,157.97%,2002,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Lois LEAVER,2024 Augsburg World Cup 1 Semi-Final K1W Lois LEAVER
2024 Augsburg World Cup 1 Final K1W 1,2024,Augsburg,World Cup 1,Final,K1W,1,5,Camille PRIGENT,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,106.41,0,106.41,Heat 1 Progression,100.00%,100.00%,1997,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Camille PRIGENT,2024 Augsburg World Cup 1 Final K1W Camille PRIGENT
2024 Augsburg World Cup 1 Final K1W 2,2024,Augsburg,World Cup 1,Final,K1W,2,2,Ricarda FUNK,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,,104.45,2,106.45,Heat 1 Progression,98.16%,100.04%,1992,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ricarda FUNK,2024 Augsburg World Cup 1 Final K1W Ricarda FUNK
2024 Augsburg World Cup 1 Final K1W 3,2024,Augsburg,World Cup 1,Final,K1W,3,14,Ana SATILA,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.79,0,108.79,Heat 1 Progression,102.24%,102.24%,1996,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Ana SATILA,2024 Augsburg World Cup 1 Final K1W Ana SATILA
2024 Augsburg World Cup 1 Final K1W 4,2024,Augsburg,World Cup 1,Final,K1W,4,3,Elena LILIK,GER,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.75,2,111.75,Heat 1 Progression,103.14%,105.02%,1998,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Elena LILIK,2024 Augsburg World Cup 1 Final K1W Elena LILIK
2024 Augsburg World Cup 1 Final K1W 5,2024,Augsburg,World Cup 1,Final,K1W,5,6,Stefanie HORN,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,110.28,2,112.28,Heat 1 Progression,103.64%,105.52%,1991,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Stefanie HORN,2024 Augsburg World Cup 1 Final K1W Stefanie HORN
2024 Augsburg World Cup 1 Final K1W 6,2024,Augsburg,World Cup 1,Final,K1W,6,15,Kimberley WOODS,GBR,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,110.49,2,112.49,Heat 1 Progression,103.83%,105.71%,1995,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Kimberley WOODS,2024 Augsburg World Cup 1 Final K1W Kimberley WOODS
2024 Augsburg World Cup 1 Final K1W 7,2024,Augsburg,World Cup 1,Final,K1W,7,22,Coline CHAREL,FRA,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,,,,106.71,6,112.71,Heat 1 Progression,100.28%,105.92%,2000,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Coline CHAREL,2024 Augsburg World Cup 1 Final K1W Coline CHAREL
2024 Augsburg World Cup 1 Final K1W 8,2024,Augsburg,World Cup 1,Final,K1W,8,4,Klaudia ZWOLINSKA,POL,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,108.69,6,114.69,Heat 1 Progression,102.14%,107.78%,1998,2024 Augsburg World Cup 1,2024 Augsburg World Cup 1 K1W Klaudia ZWOLINSKA,2024 Augsburg World Cup 1 Final K1W Klaudia ZWOLINSKA
